Data,Czas,Produkt,ISIN,Giełda referenc,Miejsce wykonania,Liczba,Kurs,,Wartość lokalna,,Wartość,,Kurs wymian,Opłata transakcyjna,,Razem,,Identyfikator zlecenia
21-04-2020,15:31,AMAZON.COM INC. - COM,US0231351067,NDQ,CDED,-1,2416.8640,USD,2416.86,USD,2226.77,EUR,1.0843,-0.50,EUR,2226.27,EUR,1dbd7ed6-3d09-4f4b-8b98-40431ae6fa64
20-04-2020,19:08,AMAZON.COM INC. - COM,US0231351067,NDQ,ARCX,1,2400.7200,USD,-2400.72,USD,-2208.57,EUR,1.0859,-0.50,EUR,-2209.07,EUR,81e04498-d0d0-493d-92a3-a7f29027c6e5
20-04-2020,16:41,JD.COM INC. - AMERICA,US47215P1066,NDQ,CDED,1,46.0600,USD,-46.06,USD,-42.34,EUR,1.0868,-0.50,EUR,-42.84,EUR,93565789-7c79-4ea1-bc19-d8b54a3cbf49
20-04-2020,16:36,AMAZON.COM INC. - COM,US0231351067,NDQ,ARCX,-1,2420.0000,USD,2420.00,USD,2221.86,EUR,1.0881,-0.50,EUR,2221.36,EUR,2fcbbd47-6f9c-45f2-a2b7-d93b5a7734c3
20-04-2020,15:55,AMAZON.COM INC. - COM,US0231351067,NDQ,CDED,1,2399.5900,USD,-2399.59,USD,-2208.96,EUR,1.0852,-0.50,EUR,-2209.46,EUR,c493569b-3256-4ba6-a986-4c6e179d1663
20-04-2020,15:42,ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,1,212.1200,USD,-212.12,USD,-195.16,EUR,1.0858,-0.50,EUR,-195.66,EUR,acfe7d60-e183-4520-88fa-1726f9c558db
20-04-2020,15:39,AMAZON.COM INC. - COM,US0231351067,NDQ,ARCX,-1,2434.0000,USD,2434.00,USD,2235.33,EUR,1.0878,-0.50,EUR,2234.83,EUR,cab2a4dc-13ca-4047-90e7-0cc310d312cf
17-04-2020,15:47,AMAZON.COM INC. - COM,US0231351067,NDQ,SOHO,1,2362.7500,USD,-2362.75,USD,-2172.64,EUR,1.0864,-0.50,EUR,-2173.14,EUR,5f37e763-a9a7-4a05-9eaf-0cd55aaa5851
17-04-2020,15:43,HOME DEPOT INC. (THE),US4370761029,NSY,BATS,-1,208.5000,USD,208.50,USD,191.57,EUR,1.0873,-0.50,EUR,191.07,EUR,949e3cd4-1216-4001-86b6-28b9878b3c1e
16-04-2020,15:32,MODERNA INC. - COMMON,US60770K1079,NDQ,XNAS,1,38.0000,USD,-38.00,USD,-34.93,EUR,1.0867,-0.50,EUR,-35.43,EUR,836bde60-2c71-46bd-b4f4-43488a1be810
16-04-2020,15:30,INOVIO PHARMACEUTICALS,US45773H2013,NDQ,XNAS,5,7.5000,USD,-37.50,USD,-34.47,EUR,1.0867,-0.52,EUR,-34.99,EUR,847e032e-a174-4261-981e-45778f9f62c4
15-04-2020,18:14,HOME DEPOT INC. (THE),US4370761029,NSY,CDED,1,197.4700,USD,-197.47,USD,-181.02,EUR,1.0898,-0.50,EUR,-181.52,EUR,ef88258c-a189-4f5c-b4ff-e18ccc7201f0
15-04-2020,15:45,CCC SA,PLCCC0000016,WSE,XWAR,5,47.1800,PLN,-235.90,PLN,-51.94,EUR,4.5417,-0.27,EUR,-52.21,EUR,73661774-0146-4d36-aa30-285e82832de2
14-04-2020,15:54,ACCENTURE PLC. CLASS A,IE00B4BNMY34,NSY,SOHO,1,176.4200,USD,-176.42,USD,-160.97,EUR,1.0949,-0.50,EUR,-161.47,EUR,01d652ba-a6db-435b-84d1-e725b4098f14
14-04-2020,15:51,INTEL CORPORATION - CO,US4581401001,NDQ,CDED,2,60.6700,USD,-121.34,USD,-110.74,EUR,1.0946,-0.51,EUR,-111.25,EUR,6b866516-48de-4f47-b927-f53cd1107042
14-04-2020,15:46,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1234.0000,USD,-1234.00,USD,-1125.71,EUR,1.0951,-0.50,EUR,-1126.21,EUR,f9b2f76a-10f9-4cc9-a450-eabfb85a8aa5
14-04-2020,15:38,AGORA SA,PLAGORA00067,WSE,XWAR,30,7.4800,PLN,-224.40,PLN,-49.39,EUR,4.5434,-0.26,EUR,-49.65,EUR,251907e6-871a-437d-a8fc-7a8bb0fc5fb0
14-04-2020,09:06,CCC SA,PLCCC0000016,WSE,XWAR,5,40.2000,PLN,-201.00,PLN,-44.19,EUR,4.5484,-0.26,EUR,-44.45,EUR,d1619ce4-18ab-4577-bd37-aa080bfff753
13-04-2020,18:27,MICROSOFT CORPORATION,US5949181045,NDQ,CDED,2,163.0700,USD,-326.14,USD,-298.85,EUR,1.0902,-0.51,EUR,-299.36,EUR,55c475ad-9a37-4b90-815e-32ad96340833
13-04-2020,17:09,NETFLIX INC. - COMMON,US64110L1061,NDQ,SOHO,-1,384.0100,USD,384.01,USD,351.79,EUR,1.0905,-0.50,EUR,351.29,EUR,ab602a7f-71c0-4936-8913-ab94a8d7b2a0
13-04-2020,16:32,WALT DISNEY COMPANY (T,US2546871060,NSY,CDED,1,100.3000,USD,-100.30,USD,-91.89,EUR,1.0904,-0.50,EUR,-92.39,EUR,9671875d-d440-4f05-8ff5-3b1fd2d22fca
13-04-2020,16:26,ACCENTURE PLC. CLASS A,IE00B4BNMY34,NSY,CDED,1,170.9000,USD,-170.90,USD,-156.56,EUR,1.0905,-0.50,EUR,-157.06,EUR,ac782638-91da-4319-a644-1cdb76688abb
13-04-2020,16:21,ADOBE SYSTEMS INCORPOR,US00724F1012,NDQ,XNAS,1,315.0000,USD,-315.00,USD,-288.62,EUR,1.0903,-0.50,EUR,-289.12,EUR,e02ad5c7-5797-4681-9e21-021ebd3b33e8
13-04-2020,16:15,NETFLIX INC. - COMMON,US64110L1061,NDQ,CDED,-1,382.6600,USD,382.66,USD,349.91,EUR,1.0925,-0.50,EUR,349.41,EUR,2b367a10-8bf2-4bcd-9acb-b1eca5ffae49
09-04-2020,19:43,ALPHABET INC. - CLASS A,US02079K3059,NDQ,CDED,1,1212.8900,USD,-1212.89,USD,-1107.86,EUR,1.0937,-0.50,EUR,-1108.36,EUR,44504c7e-b47b-4370-99d0-e2dfd5dd9ae4
09-04-2020,19:42,ALIBABA GROUP HOLDING,US01609W1027,NSY,CDED,1,195.7750,USD,-195.78,USD,-178.87,EUR,1.0934,-0.50,EUR,-179.37,EUR,7e780fce-1e87-4057-a9a7-97fa44176f29
09-04-2020,17:26,NETFLIX INC. - COMMON,US64110L1061,NDQ,SOHO,1,364.3400,USD,-364.34,USD,-333.16,EUR,1.0925,-0.50,EUR,-333.66,EUR,edf7aa9c-5f6b-46bc-8e96-2859a2f00906
09-04-2020,17:16,BAYER AG,DE000BAY0017,XET,XETU,-3,57.2100,EUR,171.63,EUR,171.63,EUR,,-4.09,EUR,167.54,EUR,9efe24d7-7810-4ef7-8cd2-22e2e997e451
09-04-2020,17:13,CITIGROUP INC. COMMON,US1729674242,NSY,CDED,-3,47.6200,USD,142.86,USD,130.32,EUR,1.0951,-0.51,EUR,129.81,EUR,6036cc8b-6352-44e0-ba77-b010814b3da8
09-04-2020,17:10,PROCTER & GAMBLE COMPA,US7427181091,NSY,XNYS,-2,117.5000,USD,235.00,USD,214.54,EUR,1.0943,-0.51,EUR,214.03,EUR,40629095-b12d-443d-b17a-1e6c8b8c5b57
08-04-2020,18:54,CITIGROUP INC. COMMON,US1729674242,NSY,CDED,3,43.5700,USD,-130.71,USD,-120.37,EUR,1.0848,-0.51,EUR,-120.88,EUR,eb1a19b1-bbd8-46cd-929a-9cf57db36a2a
08-04-2020,18:54,PROCTER & GAMBLE COMPA,US7427181091,NSY,CDED,2,114.2700,USD,-228.54,USD,-210.48,EUR,1.0847,-0.51,EUR,-210.99,EUR,9729b1e3-84fc-4ee8-a97c-d1d67ddb7c4e
08-04-2020,18:47,NETFLIX INC. - COMMON,US64110L1061,NDQ,XNAS,1,372.0000,USD,-372.00,USD,-342.54,EUR,1.0849,-0.50,EUR,-343.04,EUR,3151cd81-7106-40ae-9f1c-2982de057c47
06-04-2020,17:12,ACCENTURE PLC. CLASS A,IE00B4BNMY34,NSY,SOHO,-1,162.5100,USD,162.51,USD,150.13,EUR,1.0814,-0.50,EUR,149.63,EUR,fdba8c86-6c5c-4153-ad4a-6f6acc858363
06-04-2020,16:07,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,-1,1140.0000,USD,1140.00,USD,1053.93,EUR,1.0806,-0.50,EUR,1053.43,EUR,0dc299d4-2af7-4f2b-aa1a-b4aeb3706b1f
03-04-2020,19:27,ACCENTURE PLC. CLASS A,IE00B4BNMY34,NSY,XNYS,1,150.0000,USD,-150.00,USD,-139.00,EUR,1.0780,-0.50,EUR,-139.50,EUR,80cd5b8e-fe5d-4b41-8701-1a8b6fa7588c
02-04-2020,20:04,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,1,1100.0000,USD,-1100.00,USD,-1015.98,EUR,1.0816,-0.50,EUR,-1016.48,EUR,7fb2e963-b666-4bce-8e62-b642e8ada35b
30-03-2020,16:10,GENERAL ELECTRIC COMPA,US3696041033,NSY,EDGX,5,7.5000,USD,-37.50,USD,-33.99,EUR,1.1022,-0.52,EUR,-34.51,EUR,d5d38ece-e576-4264-a6d9-b31c25ec6ef4
30-03-2020,16:07,BAYER AG,DE000BAY0017,XET,XETU,3,51.4900,EUR,-154.47,EUR,-154.47,EUR,,-4.08,EUR,-158.55,EUR,fe19f01b-304a-4bf2-ad0a-fd71d135a0d4
